Šifra artikla,Jedinica mjere ,Naziv artikla,Stanje zaliha,Knjigovodstveno stanje
558618,kom,HC-RAM SA MOTIVIMA SRCA,"3,000","3,000"
558619,kom,HC-SAT KOCKA SA MOTIVIM.30CM,"0,000","0,000"
558620,kom,HC-SAT KOCKA SA MOTIVI.20CM,"0,000","0,000"
558621,kom,HC-KUTIJA UKRASNA XL,"2,000","2,000"
558622,kom,HC-KUTIJA KNJIGA SA MOT.MALA,"1,000","1,000"
558623,kom,HC-SAT OKRUGLI SA MOTIV.30CM,"0,000","0,000"
558624,kom,LEGO-DUPLO VOZ SA BROJEVIMA 66637,"1,000","1,000"
558626,kom,LEGO-ZELENI KABRIOLET 67511,"0,000","0,000"
558648,kom,ROKOVNIK MONDO MAXI SA ŠTAMPOM (CRNI SA EL.TRAKOM) 34.194.10,"1,000","1,000"
558655,kom,LEGO-DUPLO AERODROM 55377,"0,000","0,000"
558656,kom,LEGO-SMOKEYEVA GARAŽA 68815,"0,000","0,000"
558657,kom,LEGO-VRTIĆ 65593,"1,000","0,000"
558659,kom,LEGO-MOJ PRVI VRTULJAK 66613,"0,000","0,000"
558665,kom,LEGO-MOBILNI LAB.U PRAŠUMI 66279,"0,000","0,000"
558670,kom,TORBA KONF.DOCUMENTO ROYAL PLV 34.107.23,"4,000","4,000"
558678,kom,EVA PJENA DEKORACIJE,"30,000","30,000"
558679,kom,EVA PJENA DEKORACIJA,"29,000","29,000"
558680,kom,EVA PJENA DEKORACIJA,"348,000","348,000"
558681,kom,NADO STANDARD SERIES,"0,000","0,000"
558682,kom,NADO CRACK SERIES,"0,000","0,000"
558683,kom,NADO SPLIT SERIES,"0,000","0,000"
558684,kom,NADO NADO ARENA,"0,000","0,000"
558686,kom,TORBA NA RAME KOŽNA GRINTA S (CRNA 21X24X7CM) 49427601,"2,000","2,000"
558687,kom,TORBA NA RAME KOŽNA GRINTA S (BRAON 21X24X7CM) 49427607,"1,000","1,000"
558688,kom,TORBA POSLOVNA KOŽNA GRINTA M (CRNA 35X27X10CM) 49427701,"0,000","0,000"
558689,kom,TORBA POSLOVNA KOŽNA GRINTA M (CRNA 41X30X15CM) 49428101,"1,000","1,000"
558690,kom,TORBA NA RAME KOŽNA SEGNO S (CRNA 19X22X4CM) 49548001,"2,000","2,000"
558691,kom,TORBA NA RAME KOŽNA SEGNO CRNA (20X24X3CM) 49548101,"0,000","0,000"
558692,kom,TORBA NA RAME KOŽNA SEGNO (BRAON 20X24X3CM) 49548107,"0,000","0,000"
558693,kom,TORBA NA RAME KOŽNA SEGNO M (CRNA 23X5.5X24.5CM) 49548201,"0,000","0,000"
558694,kom,TORBA NA RAME KOŽNA SEGNO M (BRAON 23X5.5X24.5CM) 49548207,"0,000","0,000"
558695,kom,TORBA NA RAME OGGI MALA CRNA 49427101,"2,000","2,000"
558696,kom,TORBA NA RAME OGGI CRNA 49427201,"1,000","1,000"
558697,kom,TORBA POSLOVNA OGGI M CRNA 49427401,"0,000","0,000"
558698,kom,TORBA NA RAME DOMANI ANTHRACIT 49585113,"0,000","0,000"
558700,kom,TORBA NA RAME DOMANI M (ANTHRACITE) 49585813,"0,000","0,000"
558701,kom,TORBA NA RAME CONTRATEMPO S (CRNA 22X6X21CM) 49824701,"0,000","0,000"
558702,kom,TORBA NA RAME CONTRATEMPO S (PLAVA 22X6X21CM) 49824705,"1,000","1,000"
558703,kom,TORBA POSLOVNA CONTRATEMPO S (CRNA 40X9X30CM) 49824801,"0,000","0,000"
558704,kom,TORBA POSLOVNA CONTRATEMPO S (PLAVA 40X9X30CM) 49824805,"0,000","0,000"
558705,kom,"TORBA POSLOVNA CONTRATEMPO L (CRNA 14"" LAPTOP) 49824901","1,000","1,000"
558708,kom,TORBA NA RAME CONTRATEMPO M (CRNA 22X8.5X27CM) 49839701,"0,000","0,000"
558709,kom,NOVČANIK KOŽNI ATLANTA 5CC (CRNI) 49320101,"1,000","1,000"
558710,kom,NOVČANIK KOŽNI ATLANTA 12CC (CRNI) 49320301,"0,000","0,000"
558711,kom,NIVČANIK KOŽNI ATLANTA 14CC (CRNI) 49320401,"0,000","0,000"
558712,kom,NOVČANIK KOŽNI ATLANTA 8CC (CRNI ŽENSKI) 49320801,"2,000","2,000"
558713,kom,NOVČANIK KOŽNI PRIMO 10CC (CRNI) 49107601,"0,000","0,000"
558714,kom,NOVČANIK KOŽNI PRIMO 4CC (CRNI) 49108101,"2,000","2,000"
558715,kom,NOVČANIK KOŽNI ZA ID KARTICE (8CC CRNI) 49108601,"1,000","1,000"
558716,kom,NOVČANIK KOŽNI SEMPRE 8CC (CRNI) 49117601,"0,000","0,000"
558717,kom,NOVČANIK KOŽNI SEMPRE 8CC (PLAVI) 49117605,"0,000","0,000"
558718,kom,NOVČANIK KOŽNI SEMPRE 8CC (PLAVI) 49117705,"2,000","2,000"
558719,kom,NOVČANIK KOŽNI SEMPRE 10CC (CRNI) 49117801,"0,000","0,000"
558720,kom,NOVČANIK KOŽNI SEMPRE 10CC (PLAVA) 49117805,"1,000","1,000"
558721,kom,NOVČANIK KOŽNI SEMPRE 4CC CRNI 49117901,"0,000","0,000"
558722,kom,NOVČANIK KOŽNI SEMPRE 4CC PLAV 49117905,"0,000","0,000"
558723,kom,NOVČANIK KOŽNI SEMPRE ZA ID (KARTICU 6CC) 49118201,"1,000","1,000"
558724,kom,NOVČANIK KOŽNI DOMUS S 8CC (BRAON) 49322007,"0,000","0,000"
558725,kom,NOVČANIK KOŽNI DOMUS SA ZIP (BRAON) 49322507,"0,000","0,000"
558726,kom,NOVČANIK KOŽNI FORBITO ZA (KARTICE CRNI 8CC) 49345501,"2,000","2,000"
558727,kom,NOVČANIK KOŽNI KLIK FORBITO (6CC CRNI) 49345301,"2,000","2,000"
558728,kom,NOVČANIK KOŽNI CITY LINE CRNI 49116701,"0,000","0,000"
558729,kom,TORBA NA RAME LINO S CRNA 49584101,"3,000","3,000"
558730,kom,TORBA NA RAME LINO M CRNA 49584201,"1,000","1,000"
558731,kom,TORBA POSLOVNA LINO L CRNA 49584501,"3,000","3,000"
600112,kom,NORME 3 - VISOKOGRADNJA (ZANATSKO ZAVRŠNI RADOVI) ID 113339916,"1,000","1,000"
600211,kom,REČNIK POLIMERA englesko/srps. (Radoslav Nedić) ID 113445388,"2,000","2,000"
600213,kom,TEHNOLOŠKI REČNIK englesko/fra (ncusko/nemačko srpski) ID 115626508,"2,000","2,000"
600248,kom,POZNAVANJE CELULOZE I PAPIRA (II izmenjeno i dopunjeno izd.) ID 117043212,"0,000","0,000"
600261,kom,SIGURNOSNI INSTRUMENTALNI (SISTEMI U PROCESNOJ INDUSTRIJI) ID 122068492,"1,000","1,000"
600315,kom,KLASIČNI JEZIK ARHITEKTURE (DŽON SAMERSON) ID 117854476,"2,000","2,000"
600334,kom,RAČUNOVODSTVO LIZINGA (Radojko Lukić) ID 117927948,"2,000","2,000"
600336,kom,OSNOVI TEORIJE I TEHNOL.BETONA (Mihajlo Muravljov) ID 118270988,"1,000","1,000"
600371,kom,INSTALACIJE ZA PROPAN BUTAN (Projektovanje malih postrojenj) ID 121484556,"2,000","2,000"
600372,kom,PREGLED PREDAVANJA (Diran) ID 121095180,"1,000","1,000"
600388,kom,"ATLAS ARHITEKTURE I-II (Verner Miler, Ginter Folgel) ID121636364,876","1,000","1,000"
600390,kom,"HEMIJSKO TEHNOLOŠKI LEKSIKON (B.Kostić, Lj.Kostić) ID 120574476","1,000","1,000"
600438,kom,ZBIRKA ZAKONA I DR.PROPISA IZ (OBL.GRAĐEVINARSTVA-mr M.Ubavić) ID 124558604,"1,000","1,000"
600440,kom,STUBOVI SVETA ID 122806796,"2,000","2,000"
600465,kom,"ELEMENTI VIŠE MATEMATIKE 2 (M.P.Uščumlić,P.M.Milinčić,M.N.) ID 123795980","2,000","2,000"
600467,kom,ZBIRKA REŠ.ZADAT.IZ OTPORN.MAT (ERIJALA - DRAGO SOLDAT) ID 124400908,"0,000","0,000"
600476,kom,SLIKOVNICE,"42,000","41,000"
600483,kom,IZVORI MODERNE ARHITEKTURE I (DIZAJAN-Nikolaus Pevsner) ID 123582220,"1,000","1,000"
600500,kom,ARHITEKTURA ITALIJAN.RENESANSE ID 124152588,"2,000","2,000"
600502,kom,ZAPADNA ARHITEKTURA (Jan Saton) ID 124550156,"1,000","1,000"
600504,kom,ANALIZA ARHITEKTONSKE FORME U (STANOVANJU) ID 124839180,"1,000","1,000"
600583,kom,ZBIRKA ZAD.IZ VIŠE MATEMAT. 2 (Momčilo Ušćumlić) ID 127546380,"1,000","1,000"
600615,kom,POLITEHNIČKI REČNIK engl.-srps (Slobodan Tankosić) ID 128267276,"1,000","1,000"
600692,kom,NORME 5 - ELEKTROINSTALACIJE ID 129211148,"1,000","1,000"
600731,kom,VIZUELNI REČNIK ARHITEKTURE (Frencis D.K.Čing) ID 130314508,"1,000","1,000"
600746,kom,DECI O ZVEZDAMA I PLANETAMA ID 131000844,"1,000","1,000"
600769,kom,ENCIKLOPEDIJSKI REČNIK GRAĐEVI (NARSTVA I ARHITEKTURE) ID 131774220,"1,000","1,000"
600850,kom,MKE MODELIRANJE U ANALIZI KONS (TRUKCIJA - Dušan Kovačević) ID 132205836,"1,000","1,000"
600881,kom,NOVI DIZAJN RADNOG MESTA (Milica Miletić-Šerbedžija) ID 133687564,"3,000","3,000"
600882,kom,REČNIK FRAZA I OPŠTIH IZRAZA (srpsko/španski M.Stojanović) ID 133691404,"3,000","3,000"
600885,kom,DŽEPNI VODIČ ZA ARHITEKTE (Šarlota Baden-Pavel) ID 131976460,"1,000","1,000"
600886,kom,TURISTIČKO UGOSTITELJ. REČNIK (Milovanović Ranko) ID 133070604,"1,000","1,000"
600887,kom,STAKLO I KONSTRUKTIVNE PRIMENE (U ARHITEKTURI - Jasna Čikić) ID 133324044,"1,000","1,000"
600906,kom,ATLAS - FIZIKA (Hans Brojer) ID 134837516,"1,000","1,000"
600989,kom,PRIMENJENA REVIZIJA U PRIVREDI ( I JAVNOM SEKTORU) ID 137298444,"1,000","1,000"
601006,kom,ISTAMBULSKO KOPILE,"2,000","2,000"
601013,kom,BIOENERGETIKA OSNOVNI PRINCIPI (Božo Jožef) ID 136005900,"2,000","2,000"
601026,kom,200 LEPIH KUĆA EVROPE ID 141145356,"0,000","0,000"
601062,kom,PRIVREDNO POSLOVNI REČNIK (e/s-s/e Marija Landa) ID 140612108,"1,000","1,000"
601077,kom,REČNIK OSNOVNIH TERMINA RAČUNO (VODSTVA REVIZIJE I INFORMATIKE) ID 142218252,"1,000","1,000"
601079,kom,ELEKTRIČNI UREĐAJI ZA GREJANJE (I HLAĐENJE-Milo Mišković) ID 141224972,"2,000","2,000"
601081,kom,"LEKSIKON NEIMARA,3.izdanje (Zoran Manević) ID 151659276","1,000","1,000"
601106,kom,AKTIVNI SOLARNI SISTEMI (Mr.arh.Vesna Kosorić) ID 143944460,"1,000","1,000"
601107,kom,GRAĐEVINSKI REČNIK rusko/srp. (Radosav Nedić) ID 143011084,"2,000","2,000"
601119,kom,ZBIRKA REŠ.ISPIT.ZAD.IZ OSNOVA (ELEKTROTEHNIKE -Pekarić-Nađ) ID 143045900,"1,000","1,000"
601121,kom,"REČNIK BANKARSKIH,BERZANSKIH I (RAČUNOVOD.TERMINA - Mihajlov) ID 143072012","2,000","2,000"
601243,kom,EKOHIDROLOGIJA (Nikola Počuča) ID 145989388,"1,000","1,000"
601404,kom,NORME 6 - NISKOGRADNJA ID 149238796,"1,000","1,000"
601406,kom,ISKUSTVA PROŠLOSTI (Perović Miloš) ID 148860428,"2,000","2,000"
601482,kom,ENGLESKI ZA MUZIČARE (Marković Jelica) ID 149778956,"1,000","1,000"
601491,kom,ARHITEKTONSKE KONSTRUKCIJE (ANDREE DEPLAZES) ID 150477836,"0,000","0,000"
601563,kom,NORME 4-a INSTALACIJE ID 152636940,"2,000","2,000"
601607,kom,NORME 4-b INSTALACIJE ID 154780428,"2,000","2,000"
601663,kom,PRIMENJENA PETROGRAFIJA (Nenad Bilbija i Vesna Matović) ID 156455180,"1,000","1,000"
601683,kom,DIZAJN SIST.URBANOG MOBOLIJARA (I VIZ.KOMUNIK.  Ognjenka Finci) ID 158569228,"1,000","1,000"
601777,kom,"ATLAS KROVNIH KONSTRUKCIJA (SCHUNCK,OSTER,BARTHEL,KIESSL) ID 168895756","3,000","3,000"
601779,kom,GRAĐEVINSKI REČNIK franc/srps. (Ibrahim Begović) ID 169075980,"2,000","2,000"
601856,kom,TERMIČKI ASPEKTI GRADNJE KUĆA (MILORADOVIĆ NENAD) ID 168718604,"2,000","2,000"
601888,kom,ŠTRUMPFOVI MOZGALICE 1-4 (EVRO GIUNTI) 13170,"3,000","3,000"
602060,kom,FRAZEOLOŠKI REČNIK SRPSKO/ENGL (Živorad Kovačević) ID 172467980,"1,000","1,000"
602085,kom,ATLAS ČELIČNIH KONSTRUKCIJA (Schulitz-Sobek-Habermann) ID 173824268,"1,000","1,000"
602086,kom,ČETIRI KNJIGE O ARHITEKTURI (Paladio Andrea) ID 173822220,"1,000","1,000"
602206,kom,GRAĐEVINSKI MATERIJALI-ZBIRKA (REŠ.ISPITNIH ZADATAKA-III izd.) ID 172449292,"1,000","1,000"
602465,kom,"GRANIČNI ELEMENTI-Teorija i (primena, Džon T.Katsikadelis) ID 184339980","2,000","2,000"
700050,kom,OMOT ZA KARTICE,"19,000","19,000"
700051,kom,KOLAŽ PAPIR A4 OFSET,"108,000","108,000"
800632,kom,SJEĆANJE NA MOJE TUŽNE KURVE,"1,000","1,000"
800666,kom,KORAČANJE U VIS,"2,000","2,000"
801463,kom,DYMO-TR.12X1.5 BELA RPRO TERMO (SKUPLJAJUĆA) 18055/S0718300,"5,000","5,000"
801464,kom,"DYMO-TR.12X3,5 ŽUTA RPRO NYL (18490) 18490/S0718080","5,000","5,000"
801542,kom,ŽELIM,"1,000","1,000"
801557,kom,SREDSTVO ZA STAKLO GLASS 750ML,"0,000","0,000"
801600,kom,W-EXCEPTION BP S.SILVER (M.BLUE) S0728920,"1,000","1,000"
801602,kom,W-AUDACE FP DIGITAL POETRY S0745830,"1,000","1,000"
801604,kom,W-AUDACE BP DIGITAL POETRY S0745850,"3,000","3,000"
801606,kom,W-AUDACE BP SUMMER NIGHT S0745880,"1,000","1,000"
801609,kom,W-AUDACE BP EVENING IN PARIS S0745910,"1,000","1,000"
802731,kom,PAR-ESPRIT BP CT CHROME S0774440,"3,000","3,000"
802733,kom,PAR-ESPRIT BP CT CARBON S0774490,"1,000","1,000"
802735,kom,PAR-ESPRIT BP CT ELECTRIC BLUE S0774540,"1,000","1,000"
802737,kom,PAR-ESPRIT BP CT ELECTRIC RED S0774590,"2,000","2,000"
802741,kom,CS-STALAK ZA MOBILNI GUMA/KOŽA 22035,"1,000","1,000"
803012,kom,KALKULATOR CASIO DR-320TEC (LCD ekran) DR-320TEC,"1,000","1,000"
803234,kom,WIN-HEM.OL.2060 ZELENA 2060,"108,000","108,000"
803466,kom,FLOBEROV PAPAGAJ,"2,000","2,000"
803690,kom,E-KUT.ZA KATAL.CRNA  60660095 60660095,"1,000","1,000"
803695,kom,E-REGISTRATOR ARHIVSKI 80 128003,"20,000","20,000"
803770,kom,CS-HEM.OL.GLORIA SILVER/ZELENA 11681 09,"1,000","1,000"
804565,kom,800(09)044,"4,000","4,000"
804673,kom,3M-FOTO PAPIR A6 170GR SAMOLEP (LJIVI 1/20+5 GRATIS PPA625SUK) FT-5101-0684-0,"20,000","20,000"
804674,kom,3M-FOTO PAPIR A6 90GR SAMOLEPL (JIVI MAT 1/20+5 GRATIS PPA625M) FT-5101-0682-4,"1,000","1,000"
805004,kom,PODLOGA ZA MIŠA JEDNOBOJNA PODLOGMIŠJEDNOB,"15,000","15,000"
805054,kom,SKALPEL VEĆI               MAS 2750,"0,000","0,000"
805055,kom,STALAK ZA VIZIT KARTE      MAS 510,"1,000","1,000"
805155,kom,CS-VIZITAR ALUM.SA DODATNOM (PREGRADOM 2222907) 2222907,"14,000","14,000"
805284,kom,E-ALLURA ORGANAJZER ZA STO (BOJA DIMA 52020092) 52020092,"4,000","4,000"
805288,kom,E-SPREJ ZA ČIŠĆ.PLASTIKE 100ml (808030) 808030,"3,000","3,000"
805369,kom,"E-REG.A4,PVC,50mm,beli 81140 81140","4,000","4,000"
805381,kom,TONER CANON C-EXV14 INTEGRAL (1/1) C-EXV14INT,"0,000","0,000"
805431,kom,FASCIKLA KARTONSKA A3 SA GUMOM (BELA),"0,000","0,000"
805448,kom,SPAJALICE br.2 Bion        MAS 9020,"226,000","226,000"
805449,kom,SPAJALICE br.3 Bion        MAS 9030,"130,000","130,000"
805450,kom,SPAJALICE br.5 Bion        MAS 9050,"57,000","57,000"
805470,kom,REGISTRATOR STYLOS A5 M PLAVI,"4,000","4,000"
805731,kom,D59(00)020,"0,000","0,000"
805868,kom,O.DEPOT-MARAMICE ZA ŠREDER (AT100-00) 509503740,"2,000","2,000"
805880,kom,CROSS AT0082WG-35 BP CENTURYII (ULTRA VIOLET) AT0082WG-35,"0,000","0,000"
806256,kom,ČAST,"1,000","1,000"
806398,kom,NOKI-INDEX JANUAR-DECEMBAR (59280) 59280,"14,000","14,000"
806406,kom,E-FASCIKLA SA RUČKOM PVC (ASORTIRANO) 177557,"0,000","0,000"
806460,kom,D88(05)045,"0,000","0,000"
901799,kom,MARKER PERMANENTNI PLAVI OBLI (VRH MAS MASTER) 6022,"2,000","2,000"
901800,kom,MARKER PERMANENTNI CRVENI OBLI (VRH MAS MASTER) 6023,"6,000","6,000"
901802,kom,MARKER PERM. CD - OHP 1MM PLAV (MAS MASTER) 6032,"1,000","1,000"
901997,kom,ORGANAJZER ZA STO TIDY MAS 808 (LILA) 808-lila,"2,000","2,000"
902000,kom,MONTAŽNA TRAKA C 19MM/1.5M (ZA VANJSKU UPOTREBU TESA) 55750-00003-00,"7,000","7,000"
902008,kom,ELEKTROIZOLACIJSKA TRAKA C (19X20 CRNA TESA) 53947-00005-07,"4,000","4,000"
902009,kom,ELEKTROIZOLACIJSKA TRAKA C (20X19 BELA TESA) 53947-00006-07,"1,000","1,000"
902010,kom,ELEKTROIZOLACIJSKA TRAKA C (20X19 PLAVA TESA) 53947-00007-07,"9,000","9,000"
902011,kom,ELEKTROIZOLACIJSKA TRAKA C (20X19 CRVENA TESA) 53947-00008-07,"5,000","5,000"
902320,kom,"TOALET PAPIR, DVOSLOJNI, 24/1 (PERFEKS)","0,000","0,000"
902668,kom,FOLDER ZA KARTICE KOŽA (SAMSONITE HTL SLG D57*702) D57(35)702,"0,000","0,000"
902841,kom,ŠTIPALJKA ZA PAPIR 51MM 937,"35,000","35,000"
902842,kom,GUMICA U OLOVCI PASIO 08517,"7,000","7,000"
903101,kom,TIX SAMOLEPLJIVE PORUKE KRUG (NOKI 5 BOJA) 12358,"26,000","26,000"
904304,kom,ROLER GEL (2020 GEL CRNA) S0796670,"40,000","40,000"
904540,kom,TONER HP CB435A,"0,000","0,000"
904607,kom,SVESKA STYLOS A5 SPIR.SK 1 ( 60 LISTA),"81,000","81,000"
904608,kom,SVESKA STYLOS A5  SPIR DIKTO 1 ( 60 LISTA),"71,000","71,000"
904609,kom,SVESKA STYLOS A5  SPIR.BLANKO1 ( 60 LISTA),"17,000","17,000"
904839,kom,TAŠNA NA RAME JOSMAN (HARLEY DAVIDSON S602-506 CRNA) S602-506,"0,000","0,000"
904972,kom,TAJNE HRIŠĆANSKOG UČENJA,"1,000","1,000"
904977,kom,HEMIJSKA OL.SLIM CARBON SONNET (CT PARKER) S0808630,"1,000","1,000"
904986,kom,HEMIJSKA OLOVKA ZELENA PARKER (JOTTER) S0822870,"4,000","4,000"
905046,kom,"MREŽA PROTIV INSEKATA ZA PROZO (STANDARD,CRNA 1,1X1,3M TESA) 55671-21","5,000","5,000"
905047,kom,"MREŽA PROTIV INSEKATA ZA PROZO (STANDARD,BELA 1,3X1,5 M TESA) 55672-20","1,000","1,000"
905048,kom,"MREŽA PROTIV INSEKATA ZA PROZO (STANDARD,CRNA 1,3X1,5M TESA) 55672-21","5,000","5,000"
905175,kom,"FINOGRAF 0,1 CRNI ROTRING (TIKKY GRAPHIC) S0814730","22,000","22,000"
905176,kom,"FINOGRAF 0,2 CRNI ROTRING (TIKKY GRAPHIC) S0814740","13,000","13,000"
905178,kom,"FINOGRAF 0,4 CRNI ROTRING (TIKKY GRAPHIC) S0814760","60,000","60,000"
905179,kom,"FINOGRAF 0,5 CRNI ROTRING (TIKKY GRAPHIC) S0814770","16,000","16,000"
905243,kom,PORODICA NA PRVOM MESTU,"1,000","1,000"
905269,kom,"HEM.OLOVKA SA GUMICOM0,7 PLAVA (PAPER MATE TWEENS REPLAY MAX) S0835220","0,000","0,000"
905270,kom,"HEM.OLOVKA SA GUMICOM0,7ZELENA (PAPER MATE TWEENS REPLAY MAX) S0824180","27,000","27,000"
905276,kom,PATRONE ZA NALIV PERA MIRIŠLJA (ASORTIRANO PAPER MATE TWEENS) S0821630,"3,000","3,000"
905285,kom,STONI DRŽAČ Z-LISTIĆA 3M BLUE (JEDNOKRATNI SA 200LIS. B330FEU) 70-0714-9401-0,"9,000","9,000"
905303,kom,GUMICA ZA BRISANJE SA DRŽAČEM (BL-4 PAPER MATE TWEENS) S0822200,"2,000","2,000"
905328,kom,SPIRALA 14MM CRVENA (1/100),"0,000","0,000"
905333,kom,SPIRALA 16MM CRVENA (1/100),"1,000","1,000"
905354,pak,SPIRALA 38MM 50/1,"0,000","0,000"
905412,kom,TABLA FILC 90X60CM PLAVA (SA ALUM.RAMOM NICEDAY) 572.635,"0,000","0,000"
905490,kom,ILUSTROVANI LEKSIKON MAŠINSKIH (MATERIJALA) ID 147438604,"2,000","2,000"
905687,kom,MARKER PERM.CD-OHP 0.7MM PLAVI (MASTER FINE NIB) 6037,"27,000","27,000"
905799,kom,"ORGANAJZER ZA STO MREŽASTI 1/3 (DRZAČ ZA PORUKE, ZA OLOVKE) 505","3,000","3,000"
905888,kom,GUMICE ZA ČETVOROUGAONO PAKOV. (MAS 392) 392,"13,000","13,000"
906058,kom,SVET HARIJA POTERA (KOMPLETAN VODIČ),"0,000","0,000"
906070,kom,"FINOGRAF 0,7 CRNI ROTRING (TIKKY GRAPHIC) S0814780","37,000","37,000"
906071,kom,"FINOGRAF 0,8 CRNI ROTRING (TIKKY GRAPHIC) S0814790","24,000","24,000"
906203,kom,ZAŠTO ŽIVOT UBRZAVA (DOK STARIMO),"1,000","1,000"
906204,kom,EGIPATSKI KOD,"1,000","1,000"
906236,kom,UGLOMER 180 STEPENI 12CM 957145,"49,000","49,000"
906238,kom,ŠESTAR 160MM/FI360MM ROTRING (ROTRING SILVERLINE) S0830390,"7,000","7,000"
906377,kom,HEMIJSKA OLOVKA BLISTER-4 BOY (DECORATED BALL PEN PM TWEENS) S0822080,"4,000","4,000"
906378,kom,HEMIJSKA OLOVKA BLISTER-4 GIRL (DECORATED BALL PEN PM TWEENS) S0822090,"0,000","0,000"
906430,kom,LEPLJIVA TRAKA 15X33 SCOTCH (508 U KESICI 1KOM.) FT-5100-9728-8,"0,000","0,000"
906495,kom,"MARKER 5,0MM PLAVI ZAOBLJENI (VRH UNIX BIG MARKER UNIVERSAL) 41860/02","19,000","19,000"
906497,kom,"MARKER ZA B.TABLU OKRUGLI 5,0 (CRNI UNIVERSAL) 41738/01","6,000","6,000"
906501,kom,PATRONE ZA NALIV PERA PLAVA (BLISTER-10 UNIVERSAL) 40833,"8,000","8,000"
907253,kom,PAPIR VK A3 60GR,"1,000","1,000"
907626,kom,RANAC AMERICAN TOURISTER (BACKPACKS 29A*001 SV.PLAVA) 29A(21)001,"4,000","4,000"
907628,kom,RANAC AMERICAN TOURISTER (BACKPACKS 29A*001 ROZA) 29A(40)001,"2,000","2,000"
908291,kom,ČISTAČ ZA CD I DVD MOB (IT2562 PLAVA) IT2562-04,"8,000","8,000"
908333,kom,KUTIJICA ZA VIZIT KARTE MOB (KC2498 PROVIDNA) KC2498-26,"2,000","2,000"
908341,kom,PODMETAČ ZA ČAŠE MOB (IT1048 6 KOM.U KUTIJI) IT1048-16,"4,000","4,000"
908413,kom,PUNJAČ ZA MOBILNI TELEFON MOB (SA 2 AA BATERIJE) AR1660-03,"1,000","1,000"
908429,kom,RANAC CONVERSE (CLASSIC 84CON72 PLAVI) 84CON72.09,"0,000","0,000"
908980,kom,LAKI,"1,000","1,000"
909033,kom,HEFTALICA KAPACITET 20 LISTA (MUN.24/6 SORTO BOJE) 787,"1,000","1,000"
909160,kom,POSLOVNA PRATNJA,"2,000","2,000"
910183,kom,PETAR PAN,"2,000","2,000"
910185,kom,ROBINSON KRUSO,"2,000","2,000"
910368,kom,INSEKTI,"1,000","1,000"
911010,kom,BRACA NA HIMALAJIMA,"1,000","1,000"
911039,kom,250 NAJLEPŠIH IGARA (ZA SVAKU PRILIKU),"1,000","1,000"
911621,kom,SPIRALA 28MM BELA,"1,000","1,000"
911835,kom,STALAK ZA DOKUMENTA PVC A5 (OFFICE DEPOT) 345.816,"1,000","1,000"
911837,kom,"KUTIJA ZA KATALOGE 13X12,5 (MREŽA CRNA OFFICE DEPOT) 558.965","2,000","2,000"
911842,kom,TRAKA ZA PISAĆU MAŠINU GR745 (CRNO-CRVENA OFFICE DEPOT) 521500675,"2,000","2,000"
911994,kom,ETIKETE 105x99 100/1 (6 na listu) 385.182,"0,000","0,000"
912094,kom,DAME IMAJU PREDNOST,"2,000","2,000"
912331,kom,PRIVEZAK ZA KLJUČEVE MOB (TEGET KC2671) KC2671-04,"0,000","0,000"
912333,kom,PRIVEZAK ZA KLJUČEVE MOB (NARANDŽASTI KC2671) KC2671-10,"8,000","8,000"
912419,kom,GLAS DIVLJINE,"1,000","1,000"
912570,kom,TARZAN,"2,000","2,000"
912881,kom,DANTEOVA BALADA,"2,000","2,000"
912931,kom,SET ALATA ZA RAČUNAR,"1,000","1,000"
913061,kom,PRAVNI REČNIK ENGL/SRPSKI ID 148785164,"1,000","1,000"
913343,kom,HEMIJSKA OLOVKA CRNA CT PARKER (URBAN FASHION BLACK CT) S0736050,"0,000","0,000"
913344,kom,GRAFITNA OLOVKA FC CANDY,"16,000","16,000"
913345,kom,GRAFITNA OLOVKA 2B,"0,000","0,000"
913349,kom,"MARKER 5,3MM PLAVI SHARPIE PRO (PAPER MATE) S0810770","31,000","31,000"
913577,kom,UBISTVO U HRAMU ANUBISA,"1,000","1,000"
913579,kom,PROFESORKA KLAVIRA,"1,000","1,000"
913580,kom,ALEKSANDROVA ŠIFRA,"1,000","1,000"
913581,kom,KOLAČ VEČNOSTI,"1,000","1,000"
913582,kom,TAJNE VATIKANSKIH LAGUMA,"1,000","1,000"
913583,kom,TOM KRUZ (BIOGRAFIJA),"5,000","5,000"
913676,kom,OSPORENI,"2,000","2,000"
913753,kom,RASPORED ČASOVA 9/155TL,"1109,000","1109,000"
914018,kom,KOREKTOR 20ML 1/1 NICEDAYFLUID (OFFICE DEPOT 412.330) 180356- 43375,"40,000","40,000"
914201,kom,HEMIJSKA OLOVKA SREBRNA CROSS (CENTURY SIGNET AT0082-29) AT0082-29,"1,000","1,000"
914335,kom,HEMIJSKA JEDNOKRATNA CRNA (1227E) 1227E - black,"50,000","50,000"
914352,kom,TA-ŠOLJA TEO 44.047.90,"2,000","2,000"
914776,kom,NOVČANIK KOŽNI ZA SITAN NOVAC (VALENTINI 128 328 CERI BEŽ) 01-128-328-7,"0,000","0,000"
914787,kom,NOVČANIK KOŽNI ŽENSKI CRNI (VALENTINI 168 219 LECO) 01-168-219-1,"0,000","0,000"
914790,kom,SET KOŽNI MUŠKI CRNI VALENTINI (NOVČANIK + KAIŠ 656 003) 01-656-003-1,"1,000","1,000"
